id,content
CVE-2000-0679,"The CVS 1.10.8 client trusts pathnames that are provided by the CVS server, which allows the server to force the client to create arbitrary files."

CVE-2000-1092,"loadpage.cgi CGI program in EZshopper 3.0 and 2.0 allows remote attackers to list and read files in the EZshopper data directory by inserting a ""/"" in front of the target filename in the ""file"" parameter."

CVE-2000-0340,Buffer overflow in Gnomelib in SuSE Linux 6.3 allows local users to execute arbitrary commands via the DISPLAY environmental variable.

CVE-2000-0829,"The tmpwatch utility in Red Hat Linux forks a new process for each directory level, which allows local users to cause a denial of service by creating deeply nested directories in /tmp or /var/tmp/."

CVE-2000-0279,BeOS allows remote attackers to cause a denial of service via malformed packets whose length field is less than the length of the headers.

CVE-2000-0635,The view_page.html sample page in the MiniVend shopping cart program allows remote attackers to execute arbitrary commands via shell metacharacters.

CVE-2000-1077,Buffer overflow in the SHTML logging functionality of iPlanet Web Server 4.x allows remote attackers to execute arbitrary commands via a long filename with a .shtml extension.

CVE-2000-0983,"Microsoft NetMeeting with Remote Desktop Sharing enabled allows remote attackers to cause a denial of service (CPU utilization) via a sequence of null bytes to the NetMeeting port, aka the ""NetMeeting Desktop Sharing"" vulnerability."

CVE-2000-0249,The AIX Fast Response Cache Accelerator (FRCA) allows local users to modify arbitrary files via the configuration capability in the frcactrl program.

CVE-2000-0673,"The NetBIOS Name Server (NBNS) protocol does not perform authentication, which allows remote attackers to cause a denial of service by sending a spoofed Name Conflict or Name Release datagram, aka the ""NetBIOS Name Server Protocol Spoofing"" vulnerability."

CVE-2000-1203,"Lotus Domino SMTP server 4.63 through 5.08 allows remote attackers to cause a denial of service (CPU consumption) by forging an email message with the sender as bounce@[127.0.0.1] (localhost), which causes Domino to enter a mail loop."

CVE-2000-1111,"Telnet Service for Windows 2000 Professional does not properly terminate incomplete connection attempts, which allows remote attackers to cause a denial of service by connecting to the server and not providing any input."

CVE-2000-0456,"NetBSD 1.4.2 and earlier allows local users to cause a denial of service by repeatedly running certain system calls in the kernel which do not yield the CPU, aka ""cpu-hog""."

CVE-2000-1119,"Buffer overflow in setsenv command in IBM AIX 4.3.x and earlier allows local users to execute arbitrary commands via a long ""x="" argument."

CVE-2000-0264,Panda Security 3.0 with registry editing disabled allows users to edit the registry and gain privileges by directly executing a .reg file or using other methods.

CVE-2000-0449,Omnis Studio 2.4 uses weak encryption (trivial encoding) for encrypting database fields.

CVE-2000-0324,"pcAnywhere 8.x and 9.0 allows remote attackers to cause a denial of service via a TCP SYN scan, e.g. by nmap."

CVE-2000-0163,asmon and ascpu in FreeBSD allow local users to gain root privileges via a configuration file.

CVE-2000-1073,"csstart program in iCal 2.1 Patch 2 searches for the cshttpd program in the current working directory, which allows local users to gain root privileges by creating a Trojan Horse cshttpd program in a directory and calling csstart from that directory."

CVE-2000-0659,Buffer overflow in AnalogX proxy server 4.04 and earlier allows remote attackers to cause a denial of service via a long user ID in a SOCKS4 CONNECT request.

CVE-2000-0001,RealMedia server allows remote attackers to cause a denial of service via a long ramgen request.

CVE-2000-0463,BeOS 5.0 allows remote attackers to cause a denial of service via fragmented TCP packets.

CVE-2000-0438,"Buffer overflow in fdmount on Linux systems allows local users in the ""floppy"" group to execute arbitrary commands via a long mountpoint parameter."

CVE-2000-0042,Buffer overflow in CSM mail server allows remote attackers to cause a denial of service or execute commands via a long HELO command.

CVE-2000-0797,Buffer overflow in gr_osview in IRIX 6.2 and 6.3 allows local users to gain privileges via a long -D option.

CVE-2000-0006,strace allows local users to read arbitrary files via memory mapped file names.

CVE-2000-0484,Buffer overflow in Small HTTP Server allows remote attackers to cause a denial of service via a long GET request.

CVE-2000-0401,Buffer overflows in redirect.exe and changepw.exe in PDGSoft shopping cart allow remote attackers to execute arbitrary commands via a long query string.

CVE-2000-0173,Vulnerability in the EELS system in SCO UnixWare 7.1.x allows remote attackers to cause a denial of service.

CVE-2000-0737,"The Service Control Manager (SCM) in Windows 2000 creates predictable named pipes, which allows a local user with console access to gain administrator privileges, aka the ""Service Control Manager Named Pipe Impersonation"" vulnerability."

CVE-2000-0275,"CRYPTOCard CryptoAdmin for PalmOS uses weak encryption to store a user's PIN number, which allows an attacker with access to the .PDB file to generate valid PT-1 tokens after cracking the PIN."

CVE-2000-1058,"Buffer overflow in OverView5 CGI program in HP OpenView Network Node Manager (NNM) 6.1 and earlier allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, in the SNMP service (snmp.exe), aka the ""Java SNMP MIB Browser Object ID parsing problem."""

CVE-2000-0044,Macros in War FTP 1.70 and 1.67b2 allow local or remote attackers to read arbitrary files or execute commands.

CVE-2000-0384,"NetStructure 7110 and 7180 have undocumented accounts (servnow, root, and wizard) whose passwords are easily guessable from the NetStructure's MAC address, which could allow remote attackers to gain root access."

CVE-2000-0545,Buffer overflow in mailx mail command (aka Mail) on Linux systems allows local users to gain privileges via a long -c (carbon copy) parameter.

CVE-2000-0372,Vulnerability in Caldera rmt command in the dump package 0.4b4 allows a local user to gain root privileges.

CVE-2000-0423,"Buffer overflow in Netwin DNEWSWEB CGI program allows remote attackers to execute arbitrary commands via long parameters such as group, cmd, and utag."

CVE-2000-0974,"GnuPG (gpg) 1.0.3 does not properly check all signatures of a file containing multiple documents, which allows an attacker to modify contents of all documents but the first without detection."

CVE-2000-0317,Buffer overflow in Solaris 7 lpset allows local users to gain root privileges via a long -r option.

CVE-2000-1202,"ikeyman in IBM IBMHSSSB 1.0 sets the CLASSPATH environmental variable to include the user's own CLASSPATH directories before the system's directories, which allows a malicious local user to execute arbitrary code as root via a Trojan horse Ikeyman class."

CVE-2000-1046,"Multiple buffer overflows in the ESMTP service of Lotus Domino 5.0.2c and earlier allow remote attackers to cause a denial of service and possibly execute arbitrary code via long (1) ""RCPT TO,"" (2) ""SAML FROM,"" or (3) ""SOML FROM"" commands."

CVE-2000-0338,"Concurrent Versions Software (CVS) uses predictable temporary file names for locking, which allows local users to cause a denial of service by creating the lock directory before it is created for use by a legitimate CVS user."

CVE-2000-0013,"IRIX soundplayer program allows local users to gain privileges by including shell metacharacters in a .wav file, which is executed via the midikeys program."

CVE-2000-0041,"Macintosh systems generate large ICMP datagrams in response to malformed datagrams, allowing them to be used as amplifiers in a flood attack."

CVE-2000-1055,Buffer overflow in CiscoSecure ACS Server 2.4(2) and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a large TACACS+ packet.

CVE-2000-0644,WFTPD and WFTPD Pro 2.41 allows remote attackers to cause a denial of service by executing a STAT command while the LIST command is still executing.

CVE-2000-0595,"libedit searches for the .editrc file in the current directory instead of the user's home directory, which may allow local users to execute arbitrary commands by installing a modified .editrc in another directory."

CVE-2000-0831,Buffer overflow in Fastream FTP++ 2.0 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long username.

CVE-2000-0155,"Windows NT Autorun executes the autorun.inf file on non-removable media, which allows local attackers to specify an alternate program to execute when other users access a drive."

CVE-2000-0714,umb-scheme 3.2-11 for Red Hat Linux is installed with world-writeable files.

CVE-2000-1004,Format string vulnerability in OpenBSD photurisd allows local users to execute arbitrary commands via a configuration file directory name that contains formatting characters.

CVE-2000-1100,"The default configuration for PostACI webmail system installs the /includes/global.inc configuration file within the web root, which allows remote attackers to read sensitive information such as database usernames and passwords via a direct HTTP GET request."

CVE-2000-0944,"CGI Script Center News Update 1.1 does not properly validate the original news administration password during a password change operation, which allows remote attackers to modify the password without knowing the original password."
